lon,lat,diameter_km
0.7423,-2.4921,44.116
-56.1253,-40.0296,44.113
125.3977,64.9488,44.108
-143.5421,-4.2083,44.102
137.1809,-8.0971,44.100
60.4507,-47.7008,44.096
6.3404,-36.5749,44.095
-169.5207,51.2303,44.080
-54.9019,-37.2902,44.079
127.5074,44.2996,44.059
148.0272,77.1879,44.037
139.1799,49.1294,44.031
90.4283,-51.5113,44.018
103.1385,-38.2886,43.983
96.6865,36.3796,43.982
60.3278,-13.7178,43.961
121.3768,25.3267,43.930
177.8714,41.0486,43.903
52.7740,28.3372,43.891
10.4737,4.0906,43.889
64.7751,23.9530,43.883
94.8704,-39.2978,43.882
67.2210,-10.6301,43.867
-164.0181,-24.4596,43.840
-147.3745,29.1879,43.839
142.7123,-16.2720,43.829
72.0705,-48.1568,43.795
-59.9038,-3.8234,43.789
124.7449,67.2248,43.786
102.0550,2.7585,43.742
137.7166,61.6984,43.740
175.3429,0.4841,43.731
-52.0256,-11.5386,43.710
-27.0050,-39.9464,43.657
-174.7270,31.3490,43.642
164.5210,-20.3704,43.632
-118.8228,32.7491,43.625
2.0307,83.2939,43.600
151.7480,-22.4715,43.587
-104.9432,-44.9670,43.578
93.0640,-34.1597,43.567
-91.1432,1.8872,43.529
101.8875,-9.8831,43.527
70.5850,-23.3057,43.510
-90.6824,65.2643,43.510
119.2690,27.8608,43.508
162.4201,-40.2049,43.505
5.6973,-26.2156,43.478
172.4737,13.8779,43.437
119.1119,-29.1011,43.435
85.7478,5.0975,43.430
15.0426,-60.7510,43.392
74.1934,-14.4581,43.390
169.8443,-36.2068,43.381
124.6833,38.3788,43.345
123.9672,-47.7548,43.322
69.8129,44.4634,43.318
-47.8564,-19.9475,43.313
65.1365,82.8557,43.282
15.1984,75.2020,43.280
87.5823,-18.3145,43.245
159.4117,12.4918,43.216
34.2898,-66.2838,43.209
-120.2888,46.8675,43.200
28.1472,42.3046,43.163
135.7673,46.1902,43.119
60.8964,-54.1644,43.095
-94.4380,70.1253,43.071
144.0152,-52.4022,43.043
137.1531,-55.3920,43.035
-114.1502,-18.5039,43.031
40.1125,-60.2062,43.020
71.0684,-15.5492,42.996
-151.1946,56.2774,42.989
-163.1020,58.4212,42.977
-67.5300,-78.7660,42.972
-59.6458,-69.3180,42.965
82.6315,-36.6688,42.950
92.0952,-49.2623,42.937
141.7968,83.4236,42.923
-171.4342,-11.4032,42.922
101.0189,-21.8611,42.909
-171.1223,-8.3416,42.902
-83.8636,23.7425,42.899
-129.6785,44.9588,42.896
-159.8691,32.7342,42.894
-143.6805,32.4329,42.870
-119.5028,34.7736,42.865
146.8541,-2.3488,42.851
-146.8245,82.1983,42.835
70.2335,-13.3479,42.832
-168.8577,-22.3313,42.832
-77.6509,8.1332,42.820
-159.5074,5.4323,42.816
-115.5877,23.0550,42.813
-177.0000,26.7005,42.806
-173.2000,34.2007,42.806
-175.6268,-2.2705,42.805
141.2175,-52.9426,42.795
-174.0564,-9.8834,42.794
152.0118,4.8297,42.789
-118.8747,-43.5684,42.787
128.1036,36.0499,42.734
164.0505,31.1834,42.708
176.7154,15.6716,42.678
-23.9460,-17.8819,42.659
124.3303,16.1826,42.647
157.9614,71.9420,42.644
111.2513,34.2374,42.626
36.7624,30.0696,42.586
-7.1815,-39.9654,42.562
13.1368,-67.3755,42.535
126.6837,-3.7752,42.522
-45.4382,74.6958,42.472
70.5416,-74.0647,42.459
-131.5817,23.3945,42.455
74.7035,-42.6012,42.450
-74.3968,41.1403,42.447
15.5066,-77.1577,42.430
-59.0190,-27.2534,42.428
-155.1927,24.5264,42.420
73.0809,8.3203,42.412
-118.0329,76.2103,42.404
-109.6382,85.1971,42.404
124.3028,-28.4759,42.402
165.7218,55.2560,42.398
75.3007,-52.1097,42.387
139.2182,66.1788,42.370
-5.9701,-4.6626,42.332
175.7639,56.5448,42.328
103.8625,2.1581,42.318
66.1070,67.0517,42.293
-16.4721,-29.3811,42.285
-75.4168,28.6903,42.283
72.5157,14.0689,42.278
-80.6560,50.5282,42.253
4.9686,0.1164,42.247
-50.7564,60.3080,42.246
128.9573,15.9957,42.237
135.9213,61.8323,42.230
162.8912,-16.0520,42.222
-40.7952,-30.6072,42.178
27.7225,-30.8402,42.161
64.4037,-28.1168,42.142
82.4534,50.8498,42.129
-4.5135,-16.0207,42.105
14.6272,-47.5290,42.072
-59.8446,-57.9771,42.069
-106.3427,12.5305,42.063
80.9230,9.2197,42.053
25.5511,-55.2207,42.031
-40.1139,-82.0664,42.023
110.0473,34.1645,41.972
-148.2325,-35.0939,41.934
-123.8845,50.1135,41.922
137.7482,-1.8037,41.918
-155.4678,44.7768,41.914
-14.2415,-42.2282,41.908
-155.9618,-27.2777,41.876
-175.1756,-43.3648,41.872
-159.1987,30.9764,41.867
-151.6987,38.8612,41.866
119.7572,23.9881,41.863
-59.0183,-23.5551,41.857
125.5680,7.2483,41.851
133.2567,44.0817,41.849
79.2374,27.2798,41.847
-150.3759,70.8396,41.838
-111.2542,30.7492,41.828
-167.6013,-19.6749,41.825
-109.0725,30.0794,41.821
152.9642,-52.0574,41.816
137.0899,13.4756,41.815
21.6267,-25.4178,41.803
-134.7211,-17.3700,41.799
138.1631,22.1004,41.795
136.8631,20.9004,41.795
-84.8000,60.1017,41.795
-172.1642,-18.2509,41.794
135.8974,-13.3805,41.788
-36.9474,-16.3312,41.785
-2.1243,-5.6809,41.776
107.8670,-23.7253,41.772
155.1690,-22.8074,41.767
133.8444,20.9731,41.757
101.2656,-58.0378,41.742
-9.6529,-51.8368,41.724
-110.4879,17.3548,41.719
-115.5649,-21.2424,41.713
97.1154,-49.6187,41.695
23.6149,15.3301,41.677
-136.1280,37.3873,41.676
16.5661,-49.6550,41.672
8.7119,-4.2654,41.651
33.5616,-7.9651,41.650
103.3605,37.4784,41.634
57.1349,-47.5952,41.622
124.0049,78.4726,41.587
77.7360,10.4868,41.579
14.6702,64.1974,41.571
167.3099,35.5189,41.566
151.9082,84.9004,41.553
-37.0185,-56.6037,41.535
52.2890,47.0784,41.519
-47.8295,-28.6414,41.513
-69.5545,-11.6946,41.486
-104.9448,18.1895,41.472
-55.7285,-31.9900,41.465
-73.6273,58.7936,41.457
-135.7727,66.8470,41.456
48.0376,-28.3957,41.439
-152.7725,44.8804,41.423
64.2219,-61.7250,41.422
131.9760,-39.3038,41.420
55.5785,30.6105,41.418
95.8582,8.0901,41.415
-161.4023,27.7820,41.413
-108.1078,-74.3690,41.406
-86.7129,-31.5609,41.385
43.6286,29.7708,41.335
60.3985,-57.5938,41.334
32.3080,-44.6320,41.318
64.8725,-60.5148,41.314
1.5549,-49.3910,41.298
142.1078,-2.4532,41.292
90.7638,33.6998,41.291
113.0930,7.7385,41.263
100.4078,-11.7116,41.255
111.7176,35.0470,41.239
9.8352,-19.9569,41.232
102.9589,-55.7821,41.227
123.3389,-40.5687,41.211
163.8089,1.1754,41.202
7.1077,-17.7636,41.184
165.1961,-84.1300,41.167
64.9753,39.9705,41.136
42.3372,-58.8044,41.134
-47.5668,23.7449,41.120
119.1346,-4.1923,41.104
175.3690,-76.9132,41.071
12.5884,-48.4288,41.047
-85.8568,19.8902,41.047
-140.2428,-18.7879,41.029
-8.4422,-35.9192,41.006
-126.6997,61.2292,40.979
156.2406,36.1526,40.969
95.3536,66.9431,40.968
-5.1170,-46.3955,40.963
22.3466,-49.4142,40.950
-114.3269,21.4490,40.944
126.2567,26.6359,40.940
-92.0501,11.8088,40.930
-92.9120,59.2896,40.928
159.7664,20.9965,40.914
-154.5618,-26.3213,40.886
-167.9758,31.0772,40.880
-26.3303,76.6217,40.854
132.2422,-54.7018,40.847
132.2485,-3.4514,40.841
168.7529,7.1927,40.837
-93.0289,53.8838,40.818
147.5802,-10.8077,40.813
57.0248,-46.0769,40.812
-89.6908,-17.3700,40.804
92.1776,2.1436,40.803
-176.2000,-7.8001,40.800
-177.3000,0.8000,40.800
-114.8364,47.2652,40.789
-79.3295,34.1125,40.785
4.6519,-63.7340,40.777
-4.5697,-81.4268,40.762
110.8971,-42.6533,40.759
-135.7148,20.9009,40.757
-84.5919,69.2697,40.747
-43.4877,41.6182,40.727
18.9843,-16.1834,40.704
-120.0935,43.5601,40.665
91.7516,-27.3854,40.663
-132.5323,56.4537,40.653
25.8620,-42.4637,40.638
91.8480,75.4965,40.617
-145.5096,32.8206,40.612
109.1295,-8.9799,40.604
72.5808,-4.4591,40.578
-110.2970,32.8658,40.577
87.4820,27.9502,40.571
167.3654,-49.5427,40.494
142.8650,79.4227,40.474
-126.3401,27.0402,40.471
-163.9287,36.9027,40.468
-26.6515,-0.2997,40.456
-56.9506,-23.9483,40.444
-61.8142,-18.7114,40.427
152.4847,-47.4304,40.420
63.4518,-53.5817,40.403
-27.6043,61.8154,40.400
99.6837,66.9415,40.378
122.6543,20.9540,40.348
-91.4074,-55.5905,40.299
-135.0418,-67.0081,40.298
-163.3062,-9.5824,40.277
53.0447,79.3496,40.269
111.0996,41.9936,40.240
127.3592,-10.1802,40.232
25.6029,-22.4313,40.216
-79.8946,-29.9146,40.208
-143.9643,-65.4430,40.166
-23.8086,47.9186,40.157
131.4593,78.2552,40.145
-41.6274,-58.7696,40.130
151.1371,-27.6485,40.124
179.2141,-24.1626,40.117
140.9239,-35.4569,40.112
47.6678,37.4067,40.104
132.7474,-1.7659,40.096
-95.8156,17.6687,40.093
8.7268,-55.4467,40.092
111.1859,4.9396,40.083
-73.1345,57.3082,40.066
98.6988,-25.7655,40.013
121.7711,0.5136,40.000
84.1090,-1.6508,39.990
-157.4092,9.3698,39.986
116.1534,58.7239,39.971
-88.2393,26.5123,39.932
121.9320,24.3019,39.894
79.9406,-48.9931,39.878
-125.3088,42.5737,39.862
-143.4228,39.2752,39.854
135.0841,-16.0773,39.848
-162.6663,34.5701,39.841
150.2073,-12.3014,39.840
118.3903,-2.7580,39.836
173.3763,-8.6236,39.835
10.7028,-69.9838,39.834
83.7883,25.3111,39.833
-116.3802,31.5138,39.829
-108.8211,12.0914,39.820
4.4571,-76.1044,39.815
10.8989,-78.1674,39.794
-144.9611,1.6477,39.793
-43.5337,-76.9430,39.793
-143.3792,-41.3008,39.789
131.8000,-15.3002,39.789
-171.2000,37.3007,39.789
131.7000,-13.6002,39.789
66.1260,-53.1620,39.784
-143.9591,14.9707,39.783
2.1098,-57.5449,39.782
121.9644,-35.4394,39.780
44.1938,31.7774,39.779
11.1435,9.8188,39.774
74.3019,-29.2869,39.770
-43.4940,52.7408,39.760
-149.6047,-31.3401,39.739
-148.7003,-44.3783,39.719
144.7198,3.3435,39.683
129.7689,2.9224,39.676
96.4304,-33.5872,39.666
-97.9213,71.6881,39.659
53.3449,34.4546,39.640
133.2221,48.9610,39.635
-175.4759,-32.0962,39.607
75.8703,0.2033,39.594
35.5986,-62.1287,39.594
-125.9849,60.1982,39.586
120.5763,31.2366,39.552
76.0865,-33.5178,39.535
78.3025,-70.5410,39.530
163.1656,67.6249,39.529
47.5968,-19.2156,39.525
-174.0937,39.9613,39.521
128.2268,3.9062,39.499
101.2008,-8.2541,39.451
-21.2011,-33.2667,39.404
-161.7134,50.2220,39.403
-86.8361,-27.5426,39.392
33.3659,-73.1918,39.391
145.7996,-29.3165,39.385
101.5222,-35.0255,39.367
-173.6198,-17.8247,39.325
-101.0202,12.4793,39.303
20.1598,-52.9797,39.299
84.1390,-87.2990,39.299
178.2721,64.1241,39.297
9.1113,-25.2344,39.280
45.7541,40.6913,39.277
-62.7753,53.4280,39.253
-141.6230,-0.3375,39.235
43.9998,-11.9761,39.228
118.5512,54.0366,39.226
91.2706,-7.9375,39.211
-60.5067,-12.5317,39.208
-55.4843,-79.2162,39.205
-96.0662,24.2259,39.196
175.2328,-7.6299,39.182
20.0350,-34.0781,39.182
94.8889,-8.2051,39.166
-105.2471,-1.3864,39.157
63.8142,66.9013,39.128
10.2422,-80.9901,39.128
124.8226,27.1672,39.069
-94.7841,-3.6374,39.058
-132.1542,-66.2688,39.054
87.6160,-22.9451,39.051
154.1620,-24.5835,39.035
150.2570,-16.9884,39.030
-101.2926,41.4800,39.016
-146.6163,60.8288,39.008
-122.6120,-66.2042,39.008
3.7320,-21.4655,39.001
-162.3127,61.9916,38.994
31.8950,-37.4711,38.992
-173.0136,-15.1211,38.980
15.3686,-4.2561,38.970
-0.8124,-3.5180,38.970
162.6012,34.7190,38.965
-105.2350,71.1733,38.955
-104.0451,55.6833,38.954
36.0141,-61.0172,38.928
-60.3103,-30.4884,38.898
-139.7391,40.4525,38.896
-91.4105,14.6762,38.896
-116.4920,28.1990,38.894
-146.5228,39.8329,38.871
134.7436,-5.1328,38.863
47.2500,43.0515,38.856
-96.8000,51.3102,38.833
-165.4844,-79.1811,38.829
36.3967,25.3669,38.816
-134.2085,5.0789,38.798
-147.3397,-59.2176,38.795
-172.5000,-11.8002,38.795
1.5000,30.7005,38.795
-40.2000,45.7009,38.795
-71.1271,6.0382,38.793
-85.1869,-26.2968,38.772
73.1996,-5.7289,38.771
-177.3044,35.7098,38.760
-64.1188,-32.8836,38.755
105.4668,22.0354,38.752
-78.8604,-54.3900,38.744
-132.3377,-28.0825,38.736
-159.0751,-44.7981,38.729
176.0562,-63.9778,38.724
28.1904,45.0458,38.681
-72.8721,81.6543,38.681
-90.8426,69.1870,38.668
-170.9338,50.1223,38.607
56.5269,-66.3721,38.559
-9.7263,61.0577,38.558
44.4224,-9.9425,38.558
-122.7856,-11.1100,38.556
-155.8003,35.4914,38.556
-13.5330,-35.6333,38.544
121.8541,33.5074,38.544
40.9432,24.9677,38.516
-93.4726,-58.1955,38.514
8.7322,39.4411,38.510
2.6589,-50.3422,38.494
-34.3836,48.7750,38.485
61.5250,-40.7426,38.483
88.7514,-66.3397,38.478
81.8969,-38.1451,38.477
135.1406,-23.0827,38.468
158.3568,-14.3582,38.450
156.4269,-15.4231,38.405
171.4347,3.9671,38.396
168.0473,3.1131,38.377
119.9150,6.4428,38.370
-127.2454,68.6154,38.359
-130.5023,-65.6884,38.352
68.4049,-26.3642,38.337
-90.9744,49.9039,38.301
-130.2243,-53.1296,38.293
13.2793,-39.1147,38.285
178.9066,-12.4459,38.264
12.8109,-71.2094,38.241
14.1513,-32.6722,38.215
-21.8120,-54.1716,38.205
-56.1294,-27.2505,38.192
159.6295,16.3574,38.189
127.3174,4.5782,38.173
-85.1788,11.3912,38.161
80.0177,17.4463,38.154
119.0833,29.5047,38.142
-28.2722,53.5281,38.134
-166.6399,48.7268,38.126
101.6045,-55.5550,38.114
-84.1633,28.6863,38.063
171.4552,-20.9642,38.057
78.0192,0.5260,38.046
71.7327,-7.7227,38.041
-59.2302,-36.5958,37.980
-124.5845,-66.9596,37.972
90.5898,-33.8458,37.961
179.3000,-10.2714,37.960
-88.7192,-42.3383,37.958
-11.0840,-79.8394,37.923
-93.9819,-47.7531,37.914
-132.9299,53.9286,37.907
23.7509,-49.3757,37.904
-100.5789,48.6830,37.903
99.8900,-7.2663,37.895
-133.0240,-52.8588,37.889
-117.7028,50.2890,37.868
-125.7601,-88.5962,37.865
-160.4046,39.5788,37.856
-140.6391,33.3826,37.853
-110.9845,32.4825,37.850
160.6238,37.8152,37.844
7.3603,-43.3313,37.841
-137.5088,-39.0795,37.815
-164.0805,10.4492,37.811
-148.4470,-49.0305,37.810
-137.0877,-26.4944,37.800
-141.5183,23.5757,37.799
90.1141,4.9902,37.797
-161.3677,45.7266,37.796
133.0934,0.3571,37.791
17.2493,-35.6483,37.790
132.7888,14.9681,37.786
134.4000,-12.3002,37.783
129.7000,-12.8002,37.783
145.3000,-11.7002,37.783
175.4037,33.0005,37.783
86.7481,-2.5161,37.783
-26.0036,47.9026,37.781
175.4679,31.4486,37.773
-140.2571,-16.5062,37.773
128.7820,-28.4591,37.756
-168.1537,-34.4415,37.751
-57.4531,-80.5251,37.733
-140.0788,-29.6983,37.729
176.4563,-18.7183,37.698
119.3574,26.8405,37.693
-167.8809,51.6829,37.686
129.8362,57.8640,37.677
-52.5151,-74.6771,37.647
-108.6854,-16.3259,37.641
17.3505,63.2411,37.641
-176.0235,-53.1393,37.635
-46.4356,-37.1233,37.594
128.3102,-66.1491,37.587
-117.4119,-39.6600,37.577
152.8532,-62.7017,37.574
10.6037,-83.2170,37.555
159.6812,32.5218,37.541
-156.6702,18.7550,37.517
-134.1135,-64.0259,37.504
92.2163,-26.9103,37.500
-123.6831,67.2253,37.486
-80.5998,37.0629,37.463
73.4232,-38.0347,37.455
-79.8621,18.2701,37.408
26.3796,80.2313,37.401
-148.6473,68.5225,37.387
-82.5622,-9.2065,37.375
18.2150,-44.1451,37.368
-146.5680,-1.1369,37.353
160.9932,1.4167,37.289
-104.0273,72.4824,37.289
-12.1265,-63.3886,37.283
125.6031,32.3278,37.273
7.4896,-20.8016,37.242
79.3956,-65.9356,37.213
-3.8954,-2.4180,37.199
162.8295,-77.3349,37.196
161.2643,39.7734,37.182
-62.9288,-30.2573,37.173
81.4078,-36.0749,37.141
-98.7438,31.6706,37.129
19.7639,-22.6999,37.119
-17.7161,-36.3363,37.113
160.4311,-46.6700,37.104
-88.7498,43.2027,37.097
10.3243,-30.7610,37.095
115.3733,54.5880,37.075
123.0971,-16.7283,37.074
17.5971,-32.0748,37.071
153.7631,60.9598,37.070
101.7171,-0.5577,37.064
99.3947,-44.9877,37.052
133.5379,48.0893,37.031
169.5073,5.5921,36.987
9.0603,14.4063,36.958
-165.7958,11.5240,36.937
-85.9041,22.2110,36.934
5.0848,-20.6837,36.928
178.1618,-11.4757,36.914
-123.4341,27.3311,36.913
-143.0154,-79.2142,36.910
-27.1426,49.5759,36.897
-145.3778,56.3475,36.893
146.3559,-4.3520,36.892
-127.3211,38.7615,36.884
-112.8495,41.7712,36.880
-173.1318,-23.9555,36.873
92.5832,-59.8930,36.865
-163.8070,14.7014,36.838
155.9759,2.1661,36.838
-121.5725,-57.0952,36.822
36.7162,-8.4215,36.806
-153.3114,26.1749,36.806
163.2258,-10.2244,36.805
68.7033,-63.5759,36.802
124.2137,-48.3511,36.801
-163.7215,9.9928,36.799
-148.0873,27.5454,36.796
-154.1060,7.4350,36.790
-8.5570,-42.3143,36.784
-153.3973,-3.4068,36.780
-174.6973,-13.8297,36.776
-69.1763,26.4877,36.772
-81.6078,4.5890,36.771
71.0000,44.0007,36.770
-165.8060,-1.2705,36.769
-45.0501,-76.1868,36.754
104.9593,41.9809,36.747
102.1924,-33.6668,36.743
58.4817,-57.9699,36.743
41.7993,-49.7428,36.735
-149.1677,24.5672,36.727
-169.1232,-26.2599,36.725
-53.0340,-76.0275,36.709
64.5657,-43.0243,36.692
61.4194,-43.1916,36.677
131.2997,-33.5100,36.641
-59.1879,-37.9528,36.624
-26.4807,84.9454,36.621
-23.0026,-33.6265,36.615
80.6260,1.3193,36.611
-99.6530,33.3050,36.609
111.5880,54.5822,36.594
-142.5945,6.6421,36.567
-177.4967,-6.5674,36.565
127.3002,55.1543,36.564
172.9103,-11.9012,36.543
-105.7050,39.0160,36.540
-4.0610,-82.7986,36.530
124.7573,2.9531,36.523
110.2302,39.1594,36.517
-86.0490,5.6780,36.494
-101.8768,57.6861,36.470
163.9509,29.7067,36.466
-136.9275,-8.1321,36.464
-48.3878,-24.2410,36.429
96.5186,-22.3946,36.391
175.1965,40.7579,36.350
112.4660,51.9710,36.347
87.7961,-6.7725,36.332
98.2904,11.0445,36.326
107.3231,38.2081,36.324
131.2339,2.9272,36.322
-148.4351,37.6006,36.310
68.8959,-52.6816,36.308
139.2395,-50.9860,36.286
179.7062,47.1727,36.284
122.8790,77.2450,36.280
155.7386,8.5881,36.274
-104.1415,10.4509,36.250
61.7418,67.0143,36.250
-61.7427,-26.0012,36.232
141.3333,-36.8539,36.210
91.0210,52.5371,36.208
136.4854,-15.9423,36.204
81.5730,35.9821,36.199
-137.6768,-69.0142,36.169
153.8067,-14.7347,36.155
-79.4743,64.0654,36.130
1.7293,-37.6895,36.127
-18.8628,63.3844,36.107
137.2712,-15.3274,36.105
122.5912,-44.7563,36.102
-77.0655,46.6150,36.093
106.3845,26.6556,36.085
3.1913,-54.3648,36.081
84.9364,0.6848,36.059
-14.1993,-74.4661,36.053
-168.7587,-17.8968,36.053
160.7884,-44.5592,36.051
6.2262,-78.6732,36.039
118.5976,18.2891,36.035
-40.6556,-74.8971,36.032
123.1647,-5.2421,36.017
-143.3598,80.3538,35.992
-159.5093,-18.2101,35.961
165.3371,32.0257,35.935
67.9134,-38.1106,35.926
69.2014,-8.8605,35.922
76.5651,-34.5829,35.907
39.5984,-12.9194,35.900
78.4851,-9.0323,35.897
104.6659,-28.7913,35.895
-118.3423,55.3436,35.893
11.3122,-65.7738,35.886
35.0535,62.2836,35.875
-107.9997,54.9496,35.844
-136.2726,47.6118,35.828
-60.8872,-23.3780,35.827
16.6301,-5.3010,35.820
-119.2542,33.2036,35.816
-9.8520,-35.8911,35.810
-130.1571,12.5368,35.802
115.0901,8.0174,35.800
-137.0908,-33.2550,35.785
-152.8201,3.1323,35.781
-95.2454,15.6851,35.778
-14.2004,-37.8657,35.777
-143.5000,20.2003,35.776
-176.0000,-3.9000,35.776
-129.7933,-7.5455,35.774
-124.9542,-10.5456,35.773
-105.0514,-36.7308,35.769
76.8776,-68.1697,35.769
87.2299,-46.1318,35.762
-152.9770,-39.0040,35.751
121.1035,26.9798,35.738
-83.7361,-60.7567,35.732
87.9873,-59.7773,35.704
-63.4875,-33.3090,35.674
-124.6277,-45.1041,35.673
73.9932,-60.2761,35.667
69.8612,-60.1812,35.655
-58.3050,-33.2606,35.650
104.5327,28.6402,35.623
154.5761,6.1393,35.620
-145.4442,15.7871,35.619
111.6062,28.4149,35.609
105.6503,-50.3904,35.601
5.1208,-62.5771,35.596
-159.9025,46.2405,35.590
100.7474,0.8093,35.588
-169.3417,45.1966,35.585
109.0929,-21.1387,35.568
-2.2289,-39.0966,35.556
73.1014,-51.4295,35.530
127.2837,-8.9056,35.520
-32.7784,76.5056,35.516
102.8516,-22.5210,35.509
42.0884,59.3616,35.483
161.7722,-18.1723,35.463
-27.4241,-16.6441,35.428
-61.2246,-4.8596,35.424
112.1702,-5.4285,35.424
86.9911,31.6536,35.417
71.4091,-43.3200,35.396
-146.4607,-44.3124,35.395
161.7506,16.1058,35.393
9.6386,-58.6577,35.390
107.8858,0.2681,35.389
162.5628,-43.9929,35.382
-12.3791,-36.1605,35.382
129.6399,-33.0542,35.367
78.7365,41.1013,35.350
141.8270,40.7719,35.343
-38.6952,-40.7664,35.341
37.2836,42.0259,35.321
-105.1659,-25.1826,35.319
-164.5944,48.9110,35.294
-149.2668,47.2401,35.281
-148.6718,11.5888,35.273
70.2117,-27.1641,35.258
51.7144,14.5741,35.258
92.0649,6.6535,35.234
-60.1670,-26.3675,35.233
140.3264,40.1990,35.212
-65.4778,-44.9117,35.196
98.2127,-15.2794,35.196
10.4419,-59.8847,35.185
43.3929,-78.2130,35.168
-167.4340,1.5047,35.165
107.9224,3.8055,35.142
65.4213,-35.3853,35.128
126.4971,22.6152,35.092
119.8311,19.1773,35.074
131.5798,34.6913,35.053
170.8841,3.0457,35.045
90.6486,-1.7532,35.025
178.7723,-1.2672,35.025
56.8342,-34.8533,35.016
-64.2122,-26.8961,35.013
52.7181,42.6418,35.001
-98.1722,40.4070,34.983
67.3149,-41.9284,34.979
49.1960,81.6915,34.971
160.7641,-54.4286,34.967
91.6197,-0.6927,34.952
125.5902,18.1563,34.941
60.9097,-46.4529,34.937
25.7771,-74.9394,34.924
-158.6694,-16.8447,34.920
17.3768,-21.7192,34.918
28.3371,-72.1335,34.909
-139.1725,52.1526,34.899
67.8854,-62.4182,34.899
177.8214,65.3205,34.882
-102.5060,-58.1740,34.874
-123.8423,43.4827,34.854
65.1900,-50.2848,34.849
71.4961,-3.6741,34.832
134.0999,33.1956,34.826
34.7914,19.4039,34.821
-136.9165,-83.7242,34.817
-159.3181,-11.6207,34.812
-112.0391,52.9949,34.805
-125.6085,64.6549,34.798
-90.8243,60.0406,34.794
-77.6999,62.6884,34.794
140.0963,52.1206,34.793
-154.6859,-12.8055,34.790
-148.0423,-9.3787,34.789
53.6689,-27.3947,34.787
110.3716,-58.9530,34.786
-17.2910,-19.2662,34.772
-117.4511,4.3881,34.767
173.5000,34.5005,34.762
-169.3000,-21.1003,34.762
87.3000,-4.0000,34.762
-108.4574,-3.8666,34.759
72.8090,-1.3619,34.755
131.1653,-9.8606,34.754
-128.0299,-27.1912,34.748
-4.5922,-55.4359,34.721
-147.3042,33.8149,34.720
-158.7550,-33.0400,34.715
-149.6194,-79.2082,34.707
-160.6826,-34.9823,34.703
-177.3365,-85.1935,34.692
-162.5718,-23.2908,34.689
-150.6623,45.6466,34.684
-94.7676,-71.8542,34.682
81.4560,-17.9511,34.670
-179.4486,22.1743,34.664
-103.3405,-37.6686,34.656
115.8034,-38.1790,34.655
118.8963,-17.0800,34.655
63.0684,-12.1048,34.650
-48.3240,-74.9862,34.646
48.9479,-34.2290,34.620
-144.5719,-2.9081,34.617
176.7031,16.8272,34.594
-75.3992,55.5443,34.572
-4.4534,-54.7126,34.560
-1.4463,-36.9126,34.551
164.3142,-53.9008,34.551
48.1811,21.3865,34.550
19.8670,-74.2784,34.545
-162.5872,48.3059,34.535
-49.8245,23.2660,34.516
113.0022,26.2554,34.487
83.0386,-14.4441,34.484
23.5423,-40.9860,34.482
165.8540,42.2968,34.481
-156.6807,29.2381,34.470
125.9984,15.1533,34.465
139.2829,-10.9045,34.464
20.1342,-10.5750,34.459
143.9141,-37.1557,34.439
88.4338,-44.1573,34.419
117.1060,24.9194,34.419
112.5436,-20.1969,34.406
90.9420,20.5925,34.391
92.5887,-28.6783,34.390
56.9754,-53.5391,34.387
160.1951,-25.8077,34.384
156.5305,-26.5114,34.383
-125.1885,-45.7033,34.379
111.3812,22.8085,34.373
-94.6097,45.0305,34.361
-152.4927,48.1848,34.358
-76.7603,35.7457,34.344
103.9819,-55.2053,34.342
147.7045,-8.6293,34.327
-7.7832,-32.3824,34.318
84.9119,-39.6550,34.317
95.0381,-54.8573,34.306
-67.5917,70.3658,34.302
66.5006,77.1531,34.288
36.5675,-46.3060,34.257
-107.9385,27.8744,34.256
78.1264,-1.7239,34.254
57.0402,-19.8613,34.238
141.0845,77.4837,34.237
125.2460,4.6243,34.235
-168.3175,67.0333,34.232
116.1349,5.8584,34.208
126.7138,28.6171,34.206
71.8040,15.9511,34.205
117.7876,44.6416,34.202
111.8020,40.6908,34.194
96.0752,74.0183,34.165
14.6880,-49.0556,34.162
65.7100,-26.9292,34.161
-133.8952,-17.1739,34.135
58.4214,30.4569,34.126
-10.3629,-63.6158,34.124
46.1640,-52.0434,34.122
81.8575,-42.6488,34.112
-120.1718,-63.2769,34.106
-110.9843,10.6879,34.094
-131.0106,-18.5190,34.081
-59.7849,-24.6479,34.079
55.4916,-50.3486,34.073
128.7190,13.5153,34.071
176.7368,-22.3446,34.031
101.6542,-53.5594,34.030
-158.1921,40.3000,34.030
-147.0485,48.3288,34.023
115.2314,-42.6537,34.012
57.8552,-4.7183,33.978
20.1435,49.7794,33.964
-118.2474,13.0526,33.950
161.7933,32.6346,33.937
80.2475,-71.6966,33.935
158.6629,-36.4042,33.923
173.2113,-14.8539,33.917
37.0930,28.0431,33.914
21.7873,-38.6267,33.901
14.0098,-63.2514,33.898
163.3485,-25.9969,33.892
22.9874,-31.6828,33.885
-53.1880,-35.1439,33.874
125.5204,-50.9969,33.869
-125.5288,-20.7147,33.864
-130.2303,41.9615,33.864
-90.5659,34.3700,33.859
123.6996,1.4536,33.854
-111.3299,57.1739,33.851
10.6357,-30.2745,33.834
126.5513,23.8165,33.828
-90.8524,25.6123,33.807
-122.5162,-29.3300,33.804
177.5570,62.5009,33.790
